Gene ID	Gene Name	ERR5873116	ERR5873117	ERR5873118	ERR5873119	ERR5873120	ERR5873121	ERR5873122	ERR5873123
ENSMUSG00000002228	Ppm1j	4	10	23	0	0	17	2	1
ENSMUSG00000002233	Rhoc	155	259	159	274	83	646	161	214
ENSMUSG00000002240	Prr27	0	0	0	0	0	0	0	0
ENSMUSG00000002249	Tead3	156	252	229	217	52	158	108	119
ENSMUSG00000002250	Ppard	814	1037	1094	1137	269	390	428	504
ENSMUSG00000002257	Def6	52	89	121	48	12	172	38	60
ENSMUSG00000002265	Peg3	3567	5118	3356	4737	928	3277	1259	1849
ENSMUSG00000002266	Zim1	206	375	203	277	57	346	66	172
ENSMUSG00000002274	Metrn	187	207	252	158	116	154	99	188
ENSMUSG00000002279	Lmf1	706	699	664	560	135	504	299	443
ENSMUSG00000002280	Ciao3	428	416	417	502	102	330	170	260
ENSMUSG00000002289	Angptl4	150	91	63	150	3	245	68	128
ENSMUSG00000002297	Dbf4	236	221	184	225	44	403	187	192
ENSMUSG00000002307	Daxx	245	276	342	425	69	377	178	128
ENSMUSG00000002308	Cd320	429	383	402	465	239	445	193	266
ENSMUSG00000002319	Ipo4	1094	985	1022	1154	274	468	312	511
ENSMUSG00000002320	Tm9sf1	1006	1052	932	738	304	745	438	551
ENSMUSG00000002324	Rec8	30	141	65	23	3	91	16	7
ENSMUSG00000002325	Irf9	353	525	409	410	163	1148	216	378
ENSMUSG00000002326	Gmpr2	101	71	53	79	8	89	40	76
ENSMUSG00000002329	Mdp1	557	501	423	726	210	773	275	461
ENSMUSG00000002332	Dhrs1	1069	1190	1172	876	354	802	502	725
ENSMUSG00000002341	Ncan	1	1	0	0	0	0	0	0
ENSMUSG00000002342	Tmem161a	337	444	314	312	96	246	138	201
ENSMUSG00000002343	Armc6	98	108	123	152	30	100	34	91
ENSMUSG00000002345	Borcs8	167	252	205	295	61	295	81	108
ENSMUSG00000002346	Slc25a42	426	487	513	357	126	184	168	364
ENSMUSG00000002365	Snx9	1370	1377	1174	1301	483	2118	589	1081
ENSMUSG00000002372	Ranbp3	883	1105	1032	1127	232	920	474	662
ENSMUSG00000002379	Ndufa11	625	624	493	477	185	666	340	611
ENSMUSG00000002384	Bmp8b	4	32	28	29	20	21	6	18
ENSMUSG00000002393	Nr2f6	332	407	374	389	165	379	222	371
ENSMUSG00000002395	Use1	1368	1334	1487	1741	469	1522	524	907
ENSMUSG00000002396	Ocel1	551	676	578	751	206	432	252	403
ENSMUSG00000002409	Dyrk1b	273	261	153	158	48	131	63	111
ENSMUSG00000002413	Braf	1600	1951	1356	1646	764	1568	897	1290
ENSMUSG00000002416	Ndufb2	538	651	492	453	420	761	435	809
ENSMUSG00000002428	Hltf	1026	1206	850	1440	637	1908	921	1286
ENSMUSG00000002455	Prpf6	1882	1810	1815	2067	417	1337	571	808
ENSMUSG00000002458	Rgs19	161	138	133	219	64	344	92	112
ENSMUSG00000002459	Rgs20	0	7	3	0	0	6	2	3
ENSMUSG00000002475	Abhd3	218	238	168	232	99	168	84	194
ENSMUSG00000002477	Snrpd1	243	253	210	253	145	890	221	381
ENSMUSG00000002486	Tchp	295	307	278	203	59	141	82	134
ENSMUSG00000002489	Tiam1	781	854	708	913	97	936	291	402
ENSMUSG00000002496	Tsc2	2024	2137	2589	2230	556	1128	657	989
ENSMUSG00000002500	Rpl3l	19	14	9	3	8	6	5	10
ENSMUSG00000002504	Nherf2	1490	1435	1278	902	369	634	416	769
ENSMUSG00000002524	Puf60	1561	1691	1600	1356	531	2010	675	1071
ENSMUSG00000002546	Golga2	3220	3037	3036	3325	560	1510	954	1269
ENSMUSG00000002550	Uck1	298	361	317	355	114	431	133	233
ENSMUSG00000002565	Scin	0	4	9	49	7	62	9	7
ENSMUSG00000002578	Ikzf4	25	52	29	0	5	32	19	29
ENSMUSG00000002580	Mien1	391	321	374	361	164	404	300	382
ENSMUSG00000002588	Pon1	0	3	1	0	0	2	8	0
ENSMUSG00000002602	Axl	1579	1676	1377	2576	638	3276	776	1200
ENSMUSG00000002603	Tgfb1	130	121	102	143	16	211	67	63
ENSMUSG00000002608	Ccdc97	432	461	432	434	75	258	185	258
ENSMUSG00000002617	Zfp40	228	252	181	278	97	375	253	405
ENSMUSG00000002625	Akap8l	1418	1402	1240	1379	255	556	366	453
ENSMUSG00000002633	Shh	0	9	4	22	0	15	5	6
ENSMUSG00000002635	Pdcd2l	279	301	331	316	82	316	158	210
ENSMUSG00000002658	Gtf2f1	526	624	616	530	105	827	226	383
ENSMUSG00000002660	Clpp	508	404	468	530	116	433	219	322
ENSMUSG00000002661	Alkbh7	110	130	123	135	75	178	116	180
ENSMUSG00000002664	Pspn	9	0	15	83	0	4	4	7
ENSMUSG00000002668	Dennd1c	172	196	264	236	54	232	76	93
ENSMUSG00000002679	Med6	143	178	108	138	65	313	114	204
ENSMUSG00000002688	Prkd1	163	171	97	61	99	194	59	124
ENSMUSG00000002699	Lcp2	121	176	76	167	19	544	83	109
ENSMUSG00000002718	Cse1l	696	838	508	759	240	1125	467	728
ENSMUSG00000002728	Naa20	305	387	206	193	166	787	283	376
ENSMUSG00000002731	Prkra	337	394	234	272	162	684	194	407
ENSMUSG00000002732	Fkbp7	198	246	85	145	129	845	155	305
ENSMUSG00000002733	Plekha3	203	362	244	219	134	565	230	283
ENSMUSG00000002741	Ykt6	1789	1670	1486	1544	644	2024	912	1286
ENSMUSG00000002748	Baz1b	3635	4349	3805	4357	1054	3722	1847	2632
ENSMUSG00000002763	Pex6	951	971	807	800	187	581	291	536
ENSMUSG00000002767	Mrpl2	422	589	509	803	152	458	185	317
ENSMUSG00000002768	Mea1	745	859	699	902	232	885	400	585
ENSMUSG00000002769	Gnmt	2032	2323	2524	1958	943	641	1119	1948
ENSMUSG00000002771	Grin2d	23	9	26	2	3	29	12	14
ENSMUSG00000002778	Kdelr1	1207	1180	1085	775	618	1370	841	1056
ENSMUSG00000002781	Tmem143	417	446	471	264	149	274	179	252
ENSMUSG00000002791	Pdxk-ps	0	4	2	21	0	3	0	0
ENSMUSG00000002797	Ggct	215	242	129	93	53	268	129	147
ENSMUSG00000002799	Jag2	68	112	101	72	25	103	66	157
ENSMUSG00000002803	Btbd6	363	409	316	245	94	178	169	236
ENSMUSG00000002804	Nudt14	99	190	160	215	50	160	74	104
ENSMUSG00000002808	Epdr1	38	94	43	87	39	379	80	90
ENSMUSG00000002812	Flii	1826	2083	1776	1900	541	2600	777	1029
ENSMUSG00000002814	Top3a	321	319	267	222	57	302	108	203
ENSMUSG00000002820	Atg4d	810	883	838	700	238	473	367	476
ENSMUSG00000002825	Qtrt1	796	829	831	719	235	394	329	485
ENSMUSG00000002831	Plin4	220	208	375	284	123	66	60	96
ENSMUSG00000002833	Hdgfl2	1074	1209	1490	1582	276	604	350	570
ENSMUSG00000002835	Chaf1a	85	100	152	153	17	139	55	60
ENSMUSG00000002844	Adprh	201	236	167	291	118	417	123	221
ENSMUSG00000002845	Tmem39a	1268	1139	1090	1187	521	796	684	1159
ENSMUSG00000002846	Timmdc1	405	537	428	499	163	462	303	394
ENSMUSG00000002847	Pla1a	626	915	307	749	380	2826	328	703
ENSMUSG00000002870	Mcm2	429	529	523	505	76	515	239	285
ENSMUSG00000002871	Tpra1	299	414	330	244	81	256	167	228
ENSMUSG00000002881	Nab1	2638	2634	2382	2479	1422	3077	1887	2672
ENSMUSG00000002885	Adgre5	422	726	478	710	118	1394	307	316
ENSMUSG00000002897	Il17ra	417	544	419	461	159	481	188	289
ENSMUSG00000002900	Lamb1	2293	2315	1769	2201	1024	2987	1152	2038
ENSMUSG00000002908	Kcnn1	190	216	262	144	61	119	87	103
ENSMUSG00000002910	Arrdc2	180	300	222	245	90	166	88	150
ENSMUSG00000002930	Ppp1r17	0	1	1	0	0	2	0	1
ENSMUSG00000002944	Cd36	581	838	718	312	881	1688	1122	1901
ENSMUSG00000002948	Map2k7	526	623	516	520	196	497	255	351
ENSMUSG00000002949	Timm44	1051	945	1112	1132	329	773	397	676
ENSMUSG00000002957	Ap2a2	2393	2905	2357	2322	618	3531	991	1610
ENSMUSG00000002963	Pnkp	429	516	565	536	105	436	195	245
ENSMUSG00000002968	Med25	597	584	536	501	122	354	231	302
ENSMUSG00000002980	Bcam	415	686	485	776	326	1798	610	894
ENSMUSG00000002981	Clptm1	1182	1318	1055	1036	317	1321	524	774
ENSMUSG00000002983	Relb	139	162	132	113	35	341	87	67
ENSMUSG00000002984	Tomm40	440	482	520	389	132	454	247	287
ENSMUSG00000002985	Apoe	8937	14224	8567	17140	3968	80280	6143	13798
ENSMUSG00000002992	Apoc2	0	0	0	0	0	0	0	0
ENSMUSG00000002996	Hbp1	1426	1391	1040	792	732	1871	861	1399
ENSMUSG00000002997	Prkar2b	70	78	47	68	75	276	52	93
ENSMUSG00000003031	Cdkn1b	1134	1457	1026	810	727	1665	954	1475
ENSMUSG00000003032	Klf4	262	259	257	284	97	443	148	193
ENSMUSG00000003033	Ap1m1	428	473	407	474	115	442	174	199
ENSMUSG00000003037	Rab8a	1467	1662	1487	1520	433	2234	792	1304
ENSMUSG00000003038	Hmgn2	591	766	451	726	163	883	314	424
ENSMUSG00000003039	Fam32a	1210	1174	980	1009	588	2053	509	1134
ENSMUSG00000003051	Elf3	491	551	442	679	135	448	179	173
ENSMUSG00000003053	Cyp2c29	0	0	0	0	2	0	0	0
ENSMUSG00000003062	Stard3nl	424	364	336	330	198	656	290	406
ENSMUSG00000003068	Stk11	1895	2110	1905	1458	547	1208	741	1132
ENSMUSG00000003070	Efna2	4	16	10	1	8	12	6	19
ENSMUSG00000003072	Atp5f1d	1589	1638	1578	1696	393	1157	678	977
ENSMUSG00000003099	Ppp5c	1354	1368	1442	1441	406	855	519	749
ENSMUSG00000003119	Cdk12	1464	2082	1579	1754	373	1117	678	1116
ENSMUSG00000003123	Lipe	275	289	365	138	105	237	161	217
ENSMUSG00000003131	Pafah1b2	1172	1495	959	1038	584	2537	782	1246
ENSMUSG00000003134	Tbc1d8	1608	1332	1221	999	377	828	503	879
ENSMUSG00000003135	Cnot11	361	318	279	241	156	458	245	404
ENSMUSG00000003153	Slc2a3	10	65	27	12	6	61	40	33
ENSMUSG00000003154	Foxj2	344	402	208	260	138	372	199	255
ENSMUSG00000003161	Sri	1126	1284	792	1027	621	3194	884	1317
ENSMUSG00000003166	Dgcr2	1462	1582	1293	1132	394	998	562	832
ENSMUSG00000003184	Irf3	1223	1283	1223	1655	298	803	450	695
ENSMUSG00000003190	Bcl2l12	77	65	81	13	4	79	49	67
ENSMUSG00000003198	Zfp959	94	162	106	105	111	212	120	148
ENSMUSG00000003199	Mpnd	1276	1362	1400	1061	453	919	498	792
ENSMUSG00000003200	Sh3gl1	620	698	477	678	256	795	356	502
ENSMUSG00000003206	Ebi3	8	4	11	0	1	24	4	6
ENSMUSG00000003208	Yju2	159	200	178	120	66	179	56	97
ENSMUSG00000003226	Ranbp2	7285	7554	6736	8741	4005	8534	5223	8010
ENSMUSG00000003227	Edar	0	0	5	0	6	0	5	0
ENSMUSG00000003228	Grk5	356	389	222	398	124	750	264	328
ENSMUSG00000003233	Dvl3	1141	1327	1605	1172	385	499	433	742
ENSMUSG00000003234	Abcf3	1603	1820	1953	2038	408	995	665	915
ENSMUSG00000003235	Eif2b5	2335	2317	2041	1872	660	1448	820	1378
ENSMUSG00000003269	Cyth2	725	860	634	851	182	805	253	424
ENSMUSG00000003271	Sult2b1	0	8	9	5	1	25	0	13
ENSMUSG00000003273	Car11	48	34	32	29	20	37	13	12
ENSMUSG00000003279	Dlgap1	5	39	21	34	2	32	9	17
ENSMUSG00000003282	Plag1	165	253	77	97	162	168	172	226
ENSMUSG00000003283	Hck	123	160	152	317	29	949	115	160
ENSMUSG00000003299	Mrpl4	340	283	294	261	112	286	124	247
ENSMUSG00000003308	Keap1	693	864	815	1003	160	766	272	444
ENSMUSG00000003309	Ap1m2	1204	1100	1191	984	300	600	449	737
ENSMUSG00000003316	Glg1	3130	3384	3077	3304	800	3386	1058	1835
ENSMUSG00000003341	Atp8b3	0	0	0	1	0	0	0	0
ENSMUSG00000003344	Btbd2	266	402	392	202	82	305	127	183
ENSMUSG00000003345	Csnk1g2	1646	1811	1721	1536	504	1753	770	1191
ENSMUSG00000003346	Abhd17a	605	587	670	624	395	520	337	510
ENSMUSG00000003348	Mob3a	242	334	201	197	59	661	149	176
ENSMUSG00000003352	Cacnb3	76	109	96	227	17	307	57	73
ENSMUSG00000003354	Ccdc65	24	24	27	42	0	9	5	9
ENSMUSG00000003355	Fkbp11	3675	3985	5207	5103	1606	1429	2715	4405
ENSMUSG00000003360	Ddx23	1758	1745	1686	1990	428	1099	596	855
ENSMUSG00000003363	Pld3	1707	1683	1802	1275	348	1296	560	798
ENSMUSG00000003378	Grik5	301	426	339	464	55	171	102	182
ENSMUSG00000003379	Cd79a	9	7	5	0	3	8	14	3
ENSMUSG00000003380	Rabac1	1746	1682	1576	1717	893	1198	992	1454
ENSMUSG00000003382	Etv3	668	786	570	717	221	987	292	492
ENSMUSG00000003402	Prkcsh	1230	1212	1100	1468	259	1028	411	709
ENSMUSG00000003410	Elavl3	0	0	0	0	0	2	0	0
ENSMUSG00000003411	Rab3b	1	13	2	1	4	32	7	6
ENSMUSG00000003418	St8sia6	52	76	22	103	42	244	59	62
ENSMUSG00000003420	Fcgrt	625	1134	655	1261	374	6420	691	970
ENSMUSG00000003421	Nosip	337	388	333	489	72	423	152	205
ENSMUSG00000003423	Pih1d1	306	432	272	620	105	653	132	301
ENSMUSG00000003429	Rps11	6115	5790	6117	5531	2168	8841	4038	5951
ENSMUSG00000003435	Supt5	2440	2925	3843	3269	559	1428	841	1287
ENSMUSG00000003436	Dll3	0	0	0	0	0	0	0	0
ENSMUSG00000003437	Paf1	518	686	640	563	250	782	294	479
ENSMUSG00000003438	Timm50	263	271	189	153	47	284	127	118
ENSMUSG00000003444	Med29	204	222	219	234	82	194	85	155
ENSMUSG00000003452	Bicd1	1270	1442	951	1296	1388	1890	1403	2141
ENSMUSG00000003458	Ncstn	1645	1923	1686	1608	506	2020	792	1164
ENSMUSG00000003464	Pex19	759	789	680	717	274	1119	351	566
ENSMUSG00000003469	Phyhip	8	29	3	14	1	22	2	11
ENSMUSG00000003476	Crhr2	0	1	2	13	1	0	1	0
ENSMUSG00000003477	Inmt	29	43	14	63	39	67	27	6
ENSMUSG00000003484	Cyp4f18	74	64	53	136	2	406	10	59
ENSMUSG00000003500	Impdh1	1243	1328	1809	1164	353	465	710	785
ENSMUSG00000003505	Psg18	0	0	0	0	0	0	0	0
ENSMUSG00000003518	Dusp3	581	635	511	671	307	1373	384	614
ENSMUSG00000003526	Prodh	1864	1735	1840	1938	541	412	401	883
ENSMUSG00000003527	Ess2	395	320	234	341	77	284	140	185
ENSMUSG00000003528	Slc25a1	552	637	619	667	146	452	234	289
ENSMUSG00000003531	Dgcr6	390	405	389	443	168	260	150	287
ENSMUSG00000003534	Ddr1	745	821	713	684	245	978	333	415
ENSMUSG00000003541	Ier3	17	51	35	34	29	251	67	54
ENSMUSG00000003545	Fosb	0	5	4	6	0	5	3	10
ENSMUSG00000003546	Klc4	1001	947	891	1092	251	818	312	479
ENSMUSG00000003549	Ercc1	119	185	134	149	55	185	69	100
ENSMUSG00000003555	Cyp17a1	1	10	11	4	0	5	1	3
ENSMUSG00000003559	As3mt	237	233	171	242	95	471	81	155
ENSMUSG00000003573	Homer3	96	226	126	146	29	231	57	84
ENSMUSG00000003575	Crtc1	327	441	447	315	113	224	189	243
ENSMUSG00000003581	Rnf215	696	624	616	567	136	423	221	365
ENSMUSG00000003585	Sec14l2	69	88	61	166	27	68	26	39
ENSMUSG00000003604	Aven	563	494	411	594	201	359	286	472
ENSMUSG00000003617	Cp	2616	5437	2093	3462	936	12891	1721	4049
ENSMUSG00000003623	Crot	975	1111	643	701	369	1727	508	798
ENSMUSG00000003644	Rps6ka1	971	1260	1107	851	176	1226	350	535
ENSMUSG00000003657	Calb2	0	0	0	0	0	1	0	0
ENSMUSG00000003660	Snrnp200	3919	3735	3527	3449	938	3176	1363	2135
ENSMUSG00000003662	Ciao1	1071	1182	1067	955	447	1016	580	992
ENSMUSG00000003665	Has1	27	63	29	77	12	83	29	14
ENSMUSG00000003680	Taf6l	169	130	111	120	48	171	64	84
ENSMUSG00000003721	Insig2	659	688	499	540	343	749	429	535
ENSMUSG00000003731	Kpna6	1153	1383	1168	884	475	1257	671	843
ENSMUSG00000003746	Man1a	5951	6262	4069	3963	3072	6046	3498	5949
ENSMUSG00000003752	Itpkc	368	335	299	315	83	222	150	235
ENSMUSG00000003762	Coq8b	307	344	358	378	74	367	156	211
ENSMUSG00000003778	Brd8	2044	2394	1883	1769	627	1560	1008	1554
ENSMUSG00000003779	Kif20a	157	161	144	176	41	228	103	115
ENSMUSG00000003808	Farsa	881	715	926	804	214	603	352	457
ENSMUSG00000003809	Gcdh	2660	2523	2575	2054	786	1126	1024	1640
ENSMUSG00000003810	Mast2	882	1034	768	901	141	636	263	454
ENSMUSG00000003812	Dnase2a	301	424	318	428	125	1053	170	258
ENSMUSG00000003813	Rad23a	1253	1343	1206	1210	249	684	386	629
ENSMUSG00000003814	Calr	13247	14141	11073	10592	3884	28321	9452	14244
ENSMUSG00000003824	Syce2	104	117	79	83	46	141	32	68
ENSMUSG00000003847	Nfat5	3472	4494	2677	2644	1213	3575	2087	3193
ENSMUSG00000003848	Nob1	253	327	379	275	85	130	83	199
ENSMUSG00000003849	Nqo1	44	43	11	39	14	67	18	36
ENSMUSG00000003863	Ppfia3	5	0	3	18	1	8	2	4
ENSMUSG00000003865	Gys1	623	528	809	455	161	308	206	318
ENSMUSG00000003868	Ruvbl2	305	418	453	444	100	532	194	326
ENSMUSG00000003872	Lin7b	42	31	22	10	2	14	2	7
ENSMUSG00000003873	Bax	254	394	329	343	68	581	126	236
ENSMUSG00000003882	Il7r	17	22	18	58	5	119	21	57
ENSMUSG00000003923	Tfam	533	529	371	315	273	678	352	555
ENSMUSG00000003929	Zfp81	187	270	180	229	132	468	210	314
ENSMUSG00000003934	Efnb3	10	14	0	8	0	13	3	1
ENSMUSG00000003948	Mmd	54	38	28	28	47	270	86	117
ENSMUSG00000003949	Hlf	118	131	94	105	28	45	19	27
ENSMUSG00000003955	Fam162a	337	271	228	415	139	452	216	331
ENSMUSG00000003970	Rpl8	14328	13806	15855	14066	5022	15972	8265	12480
ENSMUSG00000003974	Grm3	0	0	0	0	0	2	1	7
ENSMUSG00000003992	Ssbp2	229	325	280	288	175	390	197	326
ENSMUSG00000004018	Fancl	178	185	111	89	56	256	84	169
ENSMUSG00000004031	Brinp2	0	0	1	0	0	0	0	0
ENSMUSG00000004032	Gstm5	367	414	243	420	170	692	177	247
ENSMUSG00000004035	Gstm7	579	791	733	505	104	262	222	364
ENSMUSG00000004038	Gstm3	0	6	19	0	0	2	0	0
ENSMUSG00000004040	Stat3	3397	3736	2981	3247	795	3901	1052	1193
ENSMUSG00000004043	Stat5a	367	469	409	712	152	401	185	297
ENSMUSG00000004044	Cavin1	966	1095	733	1272	837	3516	1216	1582
ENSMUSG00000004054	Map3k11	787	679	675	661	188	725	238	286
ENSMUSG00000004056	Akt2	3649	3337	3064	2389	948	3126	1457	2045
ENSMUSG00000004069	Dnaja3	1332	1252	1370	1121	402	1007	668	958
ENSMUSG00000004070	Hmox2	528	621	648	769	133	942	181	329
ENSMUSG00000004071	Cdip1	1248	1155	1170	960	371	620	622	922
ENSMUSG00000004085	Map3k20	1021	1007	757	981	394	1298	449	832
ENSMUSG00000004096	Cwc15	1134	1166	1180	1401	591	1676	656	1142
ENSMUSG00000004098	Col5a3	625	756	560	858	382	584	374	558
ENSMUSG00000004099	Dnmt1	1003	1101	1076	1378	185	1295	329	498
ENSMUSG00000004100	Ppan	561	572	848	771	79	346	205	334
ENSMUSG00000004105	Angptl2	1687	1610	1258	1460	711	2339	821	1225
ENSMUSG00000004110	Cacna1e	28	22	5	24	14	2	20	15
ENSMUSG00000004113	Cacna1b	19	41	9	21	4	20	3	20
ENSMUSG00000004127	Trmt10a	141	128	123	106	49	120	68	97
ENSMUSG00000004151	Etv1	295	490	136	177	62	590	228	313
ENSMUSG00000004187	Kifc2	429	506	469	452	47	86	88	180
ENSMUSG00000004207	Psap	5835	7141	5479	9490	1520	27191	3350	4723
ENSMUSG00000004221	Ikbkg	1005	1057	885	864	299	1130	452	657
ENSMUSG00000004231	Pax2	0	0	0	0	0	0	0	0
ENSMUSG00000004233	Wars2	230	251	204	211	63	288	108	160
ENSMUSG00000004263	Atn1	25	32	23	36	8	17	15	24
ENSMUSG00000004264	Phb2	1480	1519	1852	1528	323	1221	620	1010
ENSMUSG00000004266	Ptpn6	655	833	676	1152	184	2486	287	471
ENSMUSG00000004267	Eno2	32	61	43	126	19	87	23	32
ENSMUSG00000004268	Emg1	1011	978	988	1006	295	1189	623	735
ENSMUSG00000004270	Lpcat3	602	731	656	557	102	702	255	362
ENSMUSG00000004285	Atp6v1f	501	527	450	458	287	897	277	467
ENSMUSG00000004296	Il12b	0	4	5	5	0	15	2	7
ENSMUSG00000004317	Clcn5	1256	1285	975	975	410	1232	524	720
ENSMUSG00000004319	Clcn3	3903	4372	3715	3233	1926	3223	2307	3486
ENSMUSG00000004328	Hif3a	58	110	102	158	21	10	13	15
ENSMUSG00000004341	Gpx6	0	0	0	0	0	0	0	0
ENSMUSG00000004344	Gpx5	0	0	0	0	0	0	0	0
ENSMUSG00000004347	Pde1c	23	12	18	18	23	47	11	9
ENSMUSG00000004356	Utp20	1069	1222	1159	1094	338	1109	546	783
ENSMUSG00000004359	Spic	27	14	18	17	5	17	29	46
ENSMUSG00000004360	9330159F19Rik	0	7	33	6	0	7	8	47
ENSMUSG00000004364	Cul3	2996	3305	2391	2933	1549	3637	1886	2980
ENSMUSG00000004366	Sst	128	250	77	194	272	497	144	263
ENSMUSG00000004371	Il11	12	0	0	0	1	8	12	8
ENSMUSG00000004383	Large1	544	596	382	491	307	469	309	442
ENSMUSG00000004393	Ddx56	712	649	678	555	209	559	274	446
ENSMUSG00000004394	Tmed4	814	972	990	1040	317	715	437	671
ENSMUSG00000004415	Col26a1	52	76	31	49	33	48	38	35
ENSMUSG00000004446	Bid	89	86	89	95	17	212	36	68
ENSMUSG00000004451	Ralb	630	830	557	742	222	1735	491	631
ENSMUSG00000004455	Ppp1cc	1912	2237	1550	1518	984	3539	1446	2278
ENSMUSG00000004460	Dnajb11	6711	6646	6183	6292	2098	4723	3423	4838
ENSMUSG00000004462	Tbccd1	1540	1672	1552	1258	627	983	826	1277
ENSMUSG00000004473	Clec11a	101	119	59	65	74	310	118	99
ENSMUSG00000004500	Zfp324	632	695	860	763	223	516	337	524
ENSMUSG00000004508	Gab2	538	595	549	489	208	1049	265	425
ENSMUSG00000004530	Coro1c	995	1127	1022	1341	331	2004	568	807
ENSMUSG00000004535	Tax1bp1	4998	5263	4574	6894	2155	5816	2661	4499
ENSMUSG00000004540	Psg17	0	0	0	0	0	3	0	0
ENSMUSG00000004542	Psg19	0	0	0	0	0	0	0	0
ENSMUSG00000004552	Ctse	135	451	338	578	0	2863	175	224
ENSMUSG00000004558	Ndrg2	932	1003	836	892	240	682	286	423
ENSMUSG00000004561	Mettl17	528	553	593	361	120	218	191	319
ENSMUSG00000004562	Arhgef40	366	543	396	574	185	867	203	270
ENSMUSG00000004565	Pnpla6	840	991	749	1010	192	491	350	454
ENSMUSG00000004567	Mcoln1	492	577	458	471	134	416	207	331
ENSMUSG00000004568	Arhgef18	1551	1875	1686	1724	508	1273	713	1008
ENSMUSG00000004591	Pkn2	2027	2299	1438	1953	1124	3409	1365	2200
ENSMUSG00000004609	Cd33	112	247	108	77	61	294	81	162
ENSMUSG00000004610	Etfb	516	520	627	626	131	477	307	398
ENSMUSG00000004612	Nkg7	0	2	7	21	0	31	0	7
ENSMUSG00000004626	Stxbp2	1587	1726	1685	1783	326	1146	446	776
ENSMUSG00000004630	Pcp2	1	5	6	4	6	1	6	1
ENSMUSG00000004631	Sgce	448	568	347	689	375	951	386	595
ENSMUSG00000004633	Chn2	219	269	476	689	107	539	65	647
ENSMUSG00000004637	Wwox	577	698	494	368	131	321	307	453
ENSMUSG00000004642	Slbp	375	467	301	384	134	907	261	431
ENSMUSG00000004651	Tyr	7	2	6	11	5	15	3	9
ENSMUSG00000004654	Ghrhr	0	0	0	2	0	0	0	0
ENSMUSG00000004655	Aqp1	731	776	846	622	820	2518	1221	1546
ENSMUSG00000004661	Arid3b	189	228	220	288	56	109	93	66
ENSMUSG00000004665	Cnn2	322	413	270	472	105	1822	379	370
ENSMUSG00000004667	Polr2e	1431	1435	1532	1426	416	1005	537	785
ENSMUSG00000004668	Abca13	8	18	1	0	3	14	2	0
ENSMUSG00000004677	Myo9b	1849	2211	1759	2089	401	2307	719	1011
ENSMUSG00000004698	Hdac9	115	131	58	204	36	515	50	70
ENSMUSG00000004707	Ly9	49	78	26	126	3	281	31	70
ENSMUSG00000004709	Cd244a	10	51	22	19	7	112	25	9
ENSMUSG00000004730	Adgre1	503	831	558	814	326	5003	487	908
ENSMUSG00000004748	Mtfp1	232	196	161	123	56	59	77	134
ENSMUSG00000004768	Rab23	257	333	203	281	142	311	151	284
ENSMUSG00000004771	Rab11a	1061	1232	810	994	616	1951	816	1236
ENSMUSG00000004788	Eif2b2	629	786	676	855	325	510	258	463
ENSMUSG00000004789	Dlst	2142	2088	1800	2043	593	2103	904	1446
ENSMUSG00000004791	Pgf	53	70	130	203	101	75	18	85
ENSMUSG00000004798	Ulk2	728	1017	704	723	365	1286	510	642
ENSMUSG00000004814	Ccl24	10	46	19	33	45	386	29	67
ENSMUSG00000004815	Dgkq	394	516	376	470	60	275	157	200
ENSMUSG00000004821	Tmed11	1866	2047	1518	1687	9441	1098	4739	9414
ENSMUSG00000004837	Grap	28	97	95	193	91	295	108	151
ENSMUSG00000004842	Pou1f1	0	3	1	0	0	9	3	5
ENSMUSG00000004843	Chmp2b	500	622	400	580	352	1456	422	763
ENSMUSG00000004846	Plod3	1103	1206	1050	1262	242	1426	424	594
ENSMUSG00000004849	Ap1s1	172	219	206	231	54	355	119	132
ENSMUSG00000004864	Mapk13	373	559	446	485	72	282	118	209
ENSMUSG00000004865	Srpk1	2319	2435	2399	2030	668	1607	1152	1620
ENSMUSG00000004872	Pax3	0	0	0	0	0	0	0	0
ENSMUSG00000004880	Lbr	517	799	519	652	228	891	392	524
ENSMUSG00000004885	Crabp2	0	0	0	15	0	0	0	0
ENSMUSG00000004891	Nes	2602	2250	2318	2745	803	1747	791	1095
ENSMUSG00000004892	Bcan	0	0	6	0	0	1	2	0
ENSMUSG00000004894	Hapln2	0	0	0	0	0	0	1	0
ENSMUSG00000004895	Prcc	549	590	518	476	154	439	343	374
ENSMUSG00000004896	Mettl25b	527	497	439	386	108	338	209	280
ENSMUSG00000004897	Hdgf	2638	2369	2620	2614	545	2047	934	1459
ENSMUSG00000004902	Slc25a18	118	135	93	119	70	89	79	118
ENSMUSG00000004929	Thop1	1215	1237	1653	1656	491	640	569	800
ENSMUSG00000004931	Apba3	333	385	426	224	80	319	175	234
ENSMUSG00000004933	Matk	39	74	79	142	2	110	10	43
ENSMUSG00000004934	Pias4	197	180	208	242	57	142	76	158
ENSMUSG00000004936	Map2k1	834	832	743	984	281	1228	484	648
ENSMUSG00000004937	Sgta	812	799	832	822	169	813	297	531
ENSMUSG00000004939	Nmrk2	0	0	1	1	0	0	0	0
ENSMUSG00000004945	Tmem242	958	847	806	791	442	1145	591	865
ENSMUSG00000004947	Dtx2	140	189	181	254	33	199	132	111
ENSMUSG00000004948	Zp3	0	0	3	15	0	1	0	0
